label,text,label_enc
Hope,ಫೆಂಟಾಸ್ಟಿಕ್ ಸಾಂಗ್ ಇನ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಫುಲ್ ಡಿಫರೆಂಟ್ ಟೈಪ್ ಸೋಂಗ್ ಫುಲ್ ಗಿಚ್ಚ,0
Hope,ನೀವ್ ಮಾಡೋ ಪ್ರತಿಯೊಂದ್ ವಿಡಿಯೋಸ್ ಗಲು ಮುಕಕೆ ಎಕ್ದ ತೆಗ್ದು ಒಡ್ಡಾಗ್ ಇರುತ್ತೆ ಬಿಡಿ ಬ್ರೋ ಆಂಡ್ ನಿಮ್ ವಾಯ್ಸೆನಿಮ್ ಬಿಗ್ ಫಾನ್ ಆಗ್ಬಿಟಿದಿವಿ ಬ್ರೋ......,0
Not-Hope,ಸಿರ್ ನಮ್ ಕನ್ನಡ ಹುಡ್ಗಾ ಆಂಡ್ರೆ ಎನು ಅಂತ ಹಾ ಲೋಪರ್ ಮಂಗಣ್ಣ ನಿ ಗೆ ತೋರ್ಸಿ ಸಿರ್ ನೆಕ್ಸ್ಟ್ ಫಿಲ್ಮ್ ನಲ್ಲಿ ಇನ್ ಯವನೋ ಸಿಕ್ಕುದ್ರೆ ಅವ್ನಾ ಹಿಂದೆ ನು ಹೋಗ್ತಾಳೆ ಅವ್ಲು ಕನ್ನಡಿಗರ ತಾಕತ್ತು ಎನು ಅಂತ ಅವ್ಲಿಗೆ ಗೊತ್ತಾಗ್ಬೇಕು,1
Not-Hope,ಸೂಪರ್ಬ್ಲೈ ಸೋಂಗ್ ಬೈ ವಿಜಯ್ ಪ್ರಕಾಶ್,1
Not-Hope,ಶಂಕರನಾಗ್ ಸಿರ್ & ಉಪ್ಪಿ ಸಿರ್ ನಂತರ ಒಬ್ಬ್ ಉತ್ತಮ ಆಕ್ಟರ್ & ಡೈರೆಕ್ಟರ್ ಸಿಕ್ಕಿದನೆ ನಮ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಗೆ ರಕ್ಷಿತ್ ಶಟ್ಟಿ,1
Not-Hope,ಚಿಂದಿ ಸೋಂಗ್  ವಿಜಯ್ ಪ್ರಕಾಶ್ ಫಾನ್ಸ್ ಹಿಟ್ ಲೈಕ್ ಹೆರೆ,1
Not-Hope,@ರಾಧಾ ರಾಧಾ ಹಿ ರಾಧಾ ಮೆಮ್...ಉತ ಆಯ್ತಾ..ಸ್ರೈ ಮಾಂಥ್ ಎಂಡ್ ವ್ರ್ಕ್ ತುಂಬ ಜಾಸ್ತಿ...ಫ್ರೀ ನಾ,1
Not-Hope,@ಬದ್ ಬಾಯ್ ಯಪ್ಪ ಮೊಡ್ಲು ಆರ್ಟಾ ಆಗೋ ತಾರಾ ಟೈಪ್ ಮಾಡು,1
Not-Hope,ಸೂಪರ್ಬ್ ಸೋಂಗ್ನ್ದೀಪಣ್ಣನ ಅಭಿಮಾನಗಳ ಕಡೆಯಿಂದ ರಕ್ಷಿತ ಶೆಟ್ಟಿಯವರಿಗೆ ಶುಭವಾಗಲಿ....,1
Hope,ಸೂಪರ್ ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ  ಇಂತಹ ಒಳ್ಳೆಯ ಕೆಲಸ ಇನ್ನೂ ಮುಂದುವರಿಯಲಿ  ಶಂಕರ್ ಸರ್ ನಿಮ್ಮ ನೇರವಾದ ಮತ್ತು ವಾಸ್ತವವಾದ ಮಾತಿಗೆ,0
Hope,ದ್ ಬಾಸ್ ಬ್ರೋ ಡೈನಾಮಿಕ್ ಪ್ರೈಸ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್,0
Not-Hope,ರಶ್ಮಿಕಾ ಮಿಸ್ಡ್ ಹಿಮ್!,1
Hope,ಅಮೇಜ್ಡ್ ಅಮೇಜಿಂಗ್ ಅಮೇಜ್ಫುಲ್,0
Not-Hope,ನಿಮ್ ವಿಡಿಯೋ ಯೆಲ್ಲ ಎಂಟರ್ಟೈನ್ಮೆಂಟ್ ಎದೆ ಕೀಪ್ ರಾಕಿಂಗ್,1
Hope,@ವಿನಯ್ ವಿನು ಅಶ್ವತ್ಥಾಮ ಹೇಗೆ ಚಿರಂಜೀವಿಯೋ ಹಾಗೆಯೇ ಭಗವಾನ್ ಪರಶುರಾಮರು ಚಿರಂಜೀವಿನೆ ಅಲ್ವಾ... ಹೇಗಾದ್ರು ಮಾಡಿ ಅವರ ಹತ್ರ ಇರೋ ಅಸ್ತ್ರಗಳನ್ನು ಪ್ರಯೋಗಿಸಿ ಪಾಕಿಸ್ತಾನದ ಉಗ್ರಗಾಮಿಗಳನ್ನ ನಾಶ ಮಾಡೋಕ್ಕಾಗಲ್ವ...,0
Not-Hope,@ಶಿವರಾಜ್ ಶಿವು ನೀನು ಐಎಎಸ್  ಆಫೀಸರ್ಆ????? ಅನೆಡ್ಯುಕೇಟೆಡ್ ಅಂತ ಹೇಳ್ತೀಯ.... ಬಟ್ ನೆಟ್ಟಗೆ ಟೈಪ್ ಮಾಡೋಕು ಬರಲ್ಲ.... ಕುಡುಕರನ್ನ ಡ್ರಿಂಕರ್ಸ್ ಅಂತ ಅಲ್ಲ,1
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,0
Not-Hope,ಅಣ್ಣ ಗೇಮ್ ಯಾವುದು ಅಣ್ಣ ಅದು,1
Not-Hope,ಸೂಪರ್ ಅಣ್ಣ ಎನು ಉಗಿರಿ ಚನಗಿ,1
Not-Hope,@ಮಹೇಶ್ ಬಾಬು ಸುಲೆ ಮಗ್ನೆ,1
Hope,ಕೀಪ್ ರಾಕಿಂಗ್ ಬ್ರೋ,0
Not-Hope,ನೈಸ್ ಕಲಾ....ನ್ಕಾಂಟಿನ್ಯೂ ಮಾಡು...,1
Hope,ಸೂಪರ್ ಗುರು ಎಸ್ಟ್ ಚೆನ್ನಾಗಿ ಆರ್ಟಾ ಮಾಡಿಸಿದಿರಾ,0
Hope,ಅಣ್ಣಾ ಈ ವಿಡಿಯೋ ಮಾಡಿದಕ್ಕೆ ನಿನ್ಗೊಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ ಚೆನ್ನಾಗಿ ಹೇಳಿದೆ,0
Not-Hope,ಯಾರ್ಗ್ ಅರ್ಥ ಆಗಿಲ್ವೋ ಲಿರಿಕ್ಸ್ ನೋಡಿ,1
Not-Hope,ಹತ್ರಲೇ ಅಕಿಗೆ ಬಿಂದು ಗೌಡಾ ಗೆ,1
Hope,ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು,0
Not-Hope,ಅವ್ಸಮ್ ಗುರು ಎನು ಸ್ವಲ್ಪ ಹುಗಿರಿ,1
Not-Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,1
Not-Hope,ಯಾರ್ ಯಾರು ಅಶ್ವತ್ತಮ ಬದುಕಿದನೆಂದು ನಂಬುತೆರೋ ಎಲ್ಲಿ ಒಂದು ಲೈಕ್ ಮಾಡಿ,1
Not-Hope,ಮೋಸ್ಟ್ಲಿ ನಿಮ್ಮ ಮೇಟ್ ಕೆಲಿ ಟಿಕ್ ಟೋಕ್ ಬಾನ್ ಆಗಿರ್ಬೇಕು ಅಣ್ಣ ಏನಾದ್ರು ಆಗ್ಲಿ  ನಮ್ಮ  ಅಸೆ ನೆರವೇರಿತು ಟಿಕ್ಯೂ ಉ ಮೋದಿಜಿ,1
Not-Hope,ಸೂಪರ್ ಸಾಂಗ್ಸ್ ಸೂಪರ್ ಮೂವಿ,1
Not-Hope,ಮುಂಬೈ ಅಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿ,1
Hope,ಇದು  ಚರಿತ್ರೆ  ಸೃಷ್ಟಿಸೊ  ಅವತಾರ... ನಮ್ಮ  ನಾರಾಯಣ....,0
Hope,ಸೂಪರ್ ಗುರು,0
Hope,ಸೂಪರ್  ಸಾರ್,0
Not-Hope,ಅನ್ಲೈಕ್ ಮಾಡಿರೋರೆಲ್ಲಾ ದ್ ರ್ಸ್ಮ್ಕಾ ಫಾನ್ಸ್,1
Not-Hope,ಜಾನಿ ಆಂಡ್ರೆ ಜಯರಾಮ ಇರ್ಬಹುದ??,1
Not-Hope,@ಫ್ ಮ್ ಸ್ ರಾಕಹಿತ್ ಇಸ್ ಶಿಟ್ ಮನ್,1
Hope,ತುಗರಿ ತಿಪ್ಪ ಸೂಪರ್...,0
Not-Hope,ಬ್ರೋ ಇನ್ಸ್ಟಾಗ್ರಾಮ್ ನಲ್ಲಿ ವಾಗುಲ್ ಡೆಂಗೋರಿಗೆ ಎಡೆತರ ಆಪಿದ್ರಿ ಬ್ರೋ,1
Hope,ಆಶಿಕ ಸುಮ್ನೆ ನೀವೇ ಮದುವೆ ಆಗಿ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರಿಗೆ .... ಜೋಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿರುತ್ತೆ....ನ್ನಿನ್ ಬ್ಯೂಟಿ ಯೂ >>>>>>>>>>•••• ರಶ್ಮಿಕಾ,0
Not-Hope,ಅಡೆನೊ ಗೊತ್ತಿಲ್ಲ ತುಂಬ ಇಸ್ತಾ ಆಯ್ತಾ ನಿಮಗೆ???,1
Not-Hope,ಅಮ್ಮನಗೇಡಿ ಚಿಂದಿ ವಾಯ್ಸ್ ಲ್ ಹೇಳಿದಿಯ ಗುರು,1
Hope,ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಶಂಕರ್ ಸರ್  ನಮಗೆ ನೀವು ಮಾದರಿ,0
Hope,ಎಸ್ಆರ್ ಉ ರ್ ಗ್ರೀಟ್ ಎಸ್ಆರ್ ನಿಮಗೆ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವಕಾಶಗಳು ಸಿಗಲ್ಲಿ ಎಸ್ಆರ್ ಸುದೀಪ್ ಎಸ್ಆರ್ ದರಶನ್ ಎಸ್ಆರ್ ಮತ್ತು ಯೇಶ್ ಎಸ್ಆರ್ ಪಿಎಲ್ಜ್ ಯೆಲ್ಲ ಕನ್ನಡ ಹೀರೊಗಳು ನಿಮ್ ಪಿಲಿಮಗಳಲ್ಲಿ ಅವಕಾಶಗಳು  ಕುದ್ರಿ ಪಿಎಲ್ಜ್ ಪಿಎಲ್ಜ್ ಪಿಎಲ್ಜ್  ಪಿಎಲ್ಜ್ ಪಿಎಲ್ಜ್,0
Not-Hope,@ಮಂಜುನಾಥ ಶೆಟ್ಟಿ ಭಟ್ಕಲ್ ಬ್ರೋ...ನನ್ನ ಫ್ರೆಂಡ್ ಮಂಜು ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿನಲ್ಲಿ ಇದ್ದನೇ...ನಮ್ಮ ಊರಿನವ್ರೆ...ನನ್ನ ಫ್ರೆಂಡ್...ನನ್ನ ಕಾಂಟಾಕ್ಟ್ನಲ್ಲಿ ಇದ್ದ್ನೆ... ಸ್ಕ್ರಿಪ್ಟ್ ಮಾತಾಡಿದ್ದೇವೆ....ಒಟ್ಟಿಗೆ ಸೇರಿ ಡಿಸ್ಕಸ್ ಮಾಡೋನಾ ...,1
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,0
Not-Hope,ಅದೆಗೆ ಅಸ್ತೊಂದು ಕರೆಕ್ಟ್ ಆಗಿ ಹೇಳ್ತೀರ ಮದಮ್,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಅಂತೂ ಒಪಿಕೊಂಡಲ್ಲ ದೊಡ್ಡ ಷಂಡ ಅಂತಾ,1
Hope,ಗಾಡ್ ಬ್ಲೆಸ್ ಯೂ ಸಿರ್,0
Not-Hope,ಇದರಲ್ಲಿ ಎನ್ ಚನ್ನಗಿದಿಯೊ ಗೊತ್ತಿಲ್ಲ ಆದರೇ ಮ್ಯೂಸಿಕ್ ಡ್ಯಾನ್ಸ್  ಚಿಂದಿ ಆಗಿದೆ.,1
Not-Hope,ಗುರು ಉಲ್ಟಿ ಮೂವಿ ಸೂಪರ್ಬ್ ಚಿಂದಿ,1
Hope,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ ಗೆ ಈ ಸಿನಿಮಾ ಟರ್ನಿಂಗ್  ಪಾಯಿಂಟ್ ಅಗೋಡ್4ಅಲ್ಲಿ ಅನುಮಾನನೆ ಇಲ್ಲ,0
Hope,ಜೀವನದಲ್ಲಿ ಶ್ರದ್ಧೆ ಮುಖ್ಯ.....  ಶ್ರದ್ಧೆ    ನಮ್ಮನ್ನು ಯಶಸ್ಸಿನ ಬೆನ್ನ ಹತ್ತುತ್ತಿಸುತ್ತದೆ.....,0
Not-Hope,ಎನು ಬೈತಿರ ಗುರುವೆ,1
Not-Hope,ಶಶಾಂಕ ಎಎಸ್  ಒಕ್,1
Not-Hope,ವಾವ ಸುಪರ್ ಅನಾಲಸಿಸ್ನಮ್ಮ ದೇಶ ಓಳ್ಳೇದೆ...ಮಾತ ಜಾಸ್ತಿ  ಕೆಲಸ ಕಮ್ಮಿ.....ನನ್ನು ಸೇರಿ.,1
Not-Hope,ಸುಪರ್ ಸಿರ್ ರವಿಚಂದರ್ ತಾರಾ ಕಾಂತಿದ್ದೀರರ ಸಿರ್,1
Not-Hope,ಸೂಪರ್ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಕಿಂಗ್.ಸ್ಟಾರ್,1
Not-Hope,#1 ಒನ್ ಟ್ರೆಂಡಿಂಗ್,1
Hope,ಯೆನಾ ಎಡಿಟಿಂಗ್ ಗುರು,0
Not-Hope,ಕನ್ನಡದಲ್ಲಿ ಈ ತಾರಾ ಸಿನಿಮಾಟೊಗ್ರಫಿ ಇರೋ ಮೂವೀಸ್ ಇನ್ನು ಬರ್ಲಿ,1
Not-Hope,ತು ತುಕಲಿ ಟ್ರೇಲರ್,1
Not-Hope,ಬಿಂದು ಗೌಡ ಟಿಕ್ ಟಾಕ್  ಬ್ಯಾನ್ ಆಯಿತು ಮನೇಲಿ ಪಾತ್ರೆ ತೊಳಿ,1
Not-Hope,ಇಎನ್ ಮ್ಯೂಸಿಕ್ ಗುರು,1
Hope,ಸೂಪರ್ ಕಂಠ,0
Not-Hope,ಕ್ಯುರೆಕ್ಟಾಗಿ ಮಠದೊಡನ್ನ ಕಲಿ..,1
Not-Hope,@ಸಚಿನ್ ಯ್ ಸ್ ಇಕ್ ಪಕ್ಕ ಅವರ ಇರ್ತಾರ್,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಗಾಂಡು ಸುಲೆ,1
Not-Hope,ಇ ಎಡಿಟ್ ಹೇಗಿದೆನ್,1
Hope,15 ಡೇಸ್ ಇಂದ ಬಾರಿ ಡಿಯಾ ಮೂವಿ ಸ್ಟಾಟಸ್ ಅಕ್ಥೆಡಿನಿ ಬ್ರೋ ಅವೆಸೋಮ್ ಮೂವಿ ಬ್ರೋ,0
Not-Hope,ಕತೆಯ ಕೋಣೆ ಚನ್ನಾಗಿಲ್ಲ,1
Not-Hope,ಸೂಪರ್ಬ್ ಸೋಂಗ್..ಸೂಪರ್ಬ್ ಮೇಕಿಂಗ್ ಲವ್ ಯೂ ರಕ್ಷಿತ್ ಸಿರ್..,1
Not-Hope,ಹಾವ್ಧು ನಮಾ ಮನೆಗು ಬಂಧಿಧ .ಅಶ್ವಥಾಮ,1
Not-Hope,ಸೂಪರ್ ಸಿರ್ 🤣,1
Hope,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ ರಿಪೋರ್ಟ್ ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ ರಿಯಾಸರ್ಚ್ ಗೆ  ಹೆಲ್ಪ್ ಆಗ್ಲಿ,0
Hope,@ಶಶಿಕಿರಣ್ ಶೆಟ್ಟಿ ಬಿಪಿಎಲ್ ಕಾರ್ಡ್ ಇರೋವ್ರು. ಏವಿಆರ್ಜಿಇ ರೇಷನ್ ಕೊಡ್ಲೆಬೇಕು ನೆಡುಕೇಶನ್ ಅಲ್ಲಿ ಫ್ರೀ ಕೊಟ್ಟು ಸಪೋರ್ಟ್ ಮಾಡ್ಬೇಕು. ಯೆಸ್ಟೊಂಡ್ ಜನ ರಾಂಕ್ ತೊಗೊಂಡಿರ್ತಾರೆ ಅದ್ರೆ ಏವಿಆರ್ಜಿಇ ದೂಡಿರಲ್ಲ ಎಡ್ಯುಕೇಷನ್ ಮಾಡೋಕೆ ಏವಿಆರ್ಜಿಇ ಫ್ರೀ ಇರ್ಬೇಕು ನ್ನ್ರೆಸರ್ವೇಷನ್ ಪೂರ್ ಪಿಯೋಪಲ್ ಗೆ ಯಾಕ್ ಹಂದ್ರೆ ಅವ್ರು ಸರಿಯಾಗಿ ಸ್ಟಡಿ ಮಾಡೋಕೆ ಹಾಗಿರಲ್ಲ ದುದುಯಿ ತೀರ್ತಾರೆ ಜೊತೆಗೆ ಹೊಡ್ಬೇಕು ನಂದುದ್ ಇರೋವ್ರು  ಹೊಡ್ತಾರೆ,0
Not-Hope,ಯಾರ್ಯಾಗ್ ಈ ಸಾಂಗ್ ಇಷ್ಟ ಆಯ್ತು ಲೈಕ್ ಮಾಡಿ...,1
Hope,ಸೂಪರ್ ಅವನು ಹೇಳಿದನಲ್ಲ ಯೆಲೊ ಗಳತೆ ಅಂತೆ ಅವನು ಸಿಕುದ್ರೆ ಜಪ್ಲಿ ಯೆಲೊ ತೊಗೊದೂ ಓಡಿಬೇಕು ತೂ.ನ್ನಿವು ಇನು ರೋಸ್ಟೆ ಮಾಡ್ತೈರಿ..ನ್ಜೈ ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ..,0
Hope,ಸೂಪರ್ ಸೋಂಗ್,0
Not-Hope,ಇ ಲೈಕ್ ಇಟ್ ಎಸ್ಆರ್ ಗುಡ್ ಜಾಬ್,1
Not-Hope,ನಾನು ಲೈಕ್ ಮಾಡಿದೆ,1
Hope,ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ,0
Not-Hope,ತುನ್ನೆ ಯಶ್ ಬೊಳಿಮಗನೆ,1
Not-Hope,ಹಾಂಡ್'ಸ್ ಅಪ್,1
Not-Hope,ಪಕ್ಕ್ ಫಿಲ್ಮ್ ಸೌಂಡ್ ಮದೀ  ಮಾಡುತ್ತೆ ಅನ್ನೋರೂ ಲೈಕ್ ಮದೀ..,1
Hope,ರಾಮ ರಾಮ ತುಸು ದಕ್ಷ ವೃಪ ಜಾರಿಪ,0
Not-Hope,ಈ ಹಾಡಿಗೇ  ಥಿಯೇಟರ್ ಅಲ್ಲಿ ಸ್ಟೇಪ್ಸ್ ಹಾಕೋದೋರು ಓಂದು ಲೈಕ್  ಕೋಡ್ರೋ,1
Not-Hope,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಸ್ವಲ್ಪ ಜನ ದೇಶದ ಬಗ್ಗೆ ಯೋಚನೆ ಮಾಡೋದು ಬಿಟ್ಟ  . ಬಕೆಟ್ ಹಿಡಿಯೋ ಕೆಲಸ ಚನ್ನಾಗಿ ಮಾಡ್ತಾರೆ ಅಣ್ಣಾ ಅದಕ್ಕೆ ಹೀಗೆಲ್ಲ ಮಾಡ್ತಾರೆ ಅವರು....ಂದೇಶಕ್ಕಾಗಿ ಜೀವ ಕೊಟ್ಟ ಎಎ ಯೋಧರಿಗಿಂತ ಇ ಟಾಲೆಂಟ್ ಅಂಕೊಂಡ್ ಯಲ್ಲರ್ಗು ಇರಿಟೇಟ್ ಮಾಡೋ ಜನ ನೆ ಹೆಚ್ಚು ಅಣ್ಣ.... ನಿಂದಿಯಾ ಬಗ್ಗೆ ಸ್ವಲ್ಪ್ ಆದ್ರು ಕಾಳಜಿ ಇದ್ರೆ ಆ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ಇನ್ಸ್ಟಾಲ್ ಮಾದ್ರಿ ಗುರು .ನ್ದೇಶದ್ ಬಗ್ಗೆ ಭಕ್ತಿ ಇಲ್ಲಾ ಆಂಡ್ರೆ ಇಲ್ಲಿ ಇರೋಕ್ ನಾಲಯಕ್ಕ ಅವರು .....,1
Not-Hope,@ಕಿನು0505 ರಿಪೋರ್ಟ್ ಹಿಮ್,1
Hope,ಸಾರ್ ಕಾಯಕವೇ ಕೈಲಾಸ ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಿಮ್ಗೆ ನಿಮ್ಮಿಂದ ಒಂದು ಪಾಠ ಕಲಿತೆ ಅದು ಕೆಲ್ಸ ಯಾವುದೇ ಆಗಲಿ ಅದನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಮಾಡ್ಬೇಕು ಅನ್ನೋದು ಧನ್ಯವಾದ ಸಾರ್ ನಿಮ್ಗೆ,0
Hope,ಗುಡ್ ಸೋಂಗ್ ನ್ಪಕ್ಕ ಹಿಟ್ ಆಗುತ,0
Not-Hope,@ಪೃಥ್ವಿ ನಾಯಕ್ ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ,1
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Hope,ಸಿರ್ ನಮ್ ದೇಶದಲ್ಲಿ ಪಾಲಿಟಿಕಲ್ ಸಾರಿ ಎರ್ಬೇಕು ಜಾತಿ ಬೇಡಾ ಎಲ್ಡೆ ಬಲ್ಬೇಕು ಅವಗ ಡೆವೊಲಾಪ್ ಅಗ್ಭ್ದು,0
Not-Hope,ಸಿರ್ ಆಲ್ಬೆಡೆ ಲೈಫ್ ಎಂಜಾಯ್ ಮಾಡ್ಬೇಡಿ ಮಹಾಭಾರತ ಒಡಿ,1
Not-Hope,ಇದು ಬೇಕು ಗುರು ಚೀನಾ ಸೂಲೆ ಮಕ್ಲಿಗೆ ಇನ್ನು ಕೊಡು ಗುರು ಸೂಪರ್ರ್ರ್ರ  ಗುರು,1
Not-Hope,ಸ್ಪೂನ್ ಬೀಸಿದವ ರಿಷಬ್ ಶೆಟ್ಟಿ,1
Not-Hope,ಹಾಂಡ್ಸ್ ಅಪ್,1
Not-Hope,ಸರಿಯಾಗಿ ಹೇಳಿದಿರ ಬ್ರೋ,1
Hope,ಎಲ್ಲರೂ ಹಾಂಡ್ಸ್ ಅಪ್ ಸೈಲೆಂಟ್ ಆಗಿರಿ ಶ್ರೀ ಮನ್ನಾ ರಾಯನ ಬಂದವ್ನೆ...,0
Hope,ಸೂಪರ್ಬ್ ಸೂಪರ್ಬ್ ಸೂಪರ್ಬ್,0
Not-Hope,ಬ್ರೋ ನಾನ್ ಫೋನ್ ಠಗಂಡಗಿಂದ ನು ಎಎ ಗಲೀಜ್ ಅಪ್ ಇನ್ಸ್ಟಾಲ್ ಮಾಡಿಲ್ಲ.ಅದ್ರೆ ಅದು ಯಾವ್ದೋ ರಾಗಿತು ಗೋಡಿತು ಅಂಥರಲ್ಲ (ಶೇರ್ ಇಟ್ ) ನಾ ಡಿಲೀಟ್ ಮಾಡ್ ಡಿಇ,1
Not-Hope,ಅದ್ಭುತ  ಸತ್ಯ,1
Not-Hope,ನಿಮಗೆ ಸರಿಯಾಗಿ ಅರ್ಥ ಆಗ್ತಿಲ್ಲ ಅಮರಪ್ರಸಾದ,1
Hope,ಕನ್ನಡ ನಾಡಿನ ಕೀರ್ತಿ ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಹರಡಲಿ ಅಂತ ಬಯಸುತ್ತೇನೆ,0
Not-Hope,ನಿಮ್ ಬಗ್ಗೆ ನಾನು ಕೈ ಹೆತ್ತಿ ಮುಗಿತಿನಿ ಶಂಕರ್ ಅಶ್ವತ್ ಸಿರ್,1
Hope,ಟ್ರೆಂಡ್ ಸೆಟ್ಟಿಂಗ್ ಸೋಂಗ್,0
Hope,ಈ ಸೋಂಗ್ ನೋಡ್ತಾ ಎರೋರು ಎನ್ನೊಮ್ಮೆ ಟ್ರೇಲರ್ ನೋಡಿ.....,0
Hope,ಇನ್ನು ಎಂಟಾ ಅವ್ರಿಗೆ ಹೇಗೆ ಹೇಳ್ಬೇಕು ಅಣ್ಣ ದೇಶ ಅಂತ ಬಂದಾಗ ಎಲ್ಲರು ಕಿ ಜೋಡಿಸ್ಬೇಕು ಎಂಟಾ ಅವ್ರಿಗೆ ನಮ್ ದೇಶದ ಸಿನಿಕರು ಪ್ರಾಣ ಕೊಡ್ಬೇಕಾ ಅಡಿಕೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ನೆ  ಇ ಟಿಕ್  ಟೋಕ್  ಬಾನ್ ಮಾಡ್ಬೇಕು,0
Not-Hope,ನಾವ್ ಅವ್ನಾ ಮೀಟ್ ಆಗ್ಬೋದ ಸಿರ್?,1
Hope,ಹಿ ಸೂಪರ್ ಬ್ರೋ,0
Hope,ಗಾಡ್ ಬ್ಲೆಸ್ ಉ ಅಶ್ವತ್ ಸಿರ್ ನಿಮ್ಮ ಹಾರೋಗ್ಯ ಚೆನ್ನಾಗಿರಲಿ,0
Hope,ಹಂಡ್ರೆಡ್ ಪರ್ಸೆಂಟ್ ಟ್ರೂ ಗುರೂ,0
Not-Hope,ಸೂಪರ್ ಬ್ರೋ ಕೀಪ್ ಡೋಯಿಂಗ್ ಬ್ರೋ,1
Not-Hope,ಬುಕಿಂಗ್ ಸ್ಟಾರ್ಟ್  ಮಾಡಿ,1
Hope,ವವ್ ಸೂಪರ್ಬ್ ಸೋಂಗ್,0
Hope,ಅಣ್ಣ ನಿನ್ ಪಾಧ ಕ್ಸೆರಾಕ್ಸ್ ಕೊಡಣ್ಣ,0
Not-Hope,#ಡಿಬಾಸ್  ದರ್ಶನ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ ಆಲ್ ಥೆ ಬೆಸ್ಟ್,1
Not-Hope,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನಮ್ಮ ಕನ್ನಡ  ಇಂಡಸ್ಟ್ರಿ ನ ಬೆಳವಣಿಗೆ ಮಾಡಲಿಕ್ಕೆ ಬಂದ ಇನ್ನೊಬ್ಬ ರಜಕುಮರ್ ಅಣ್ಣಾವ್ರು ಒಂದು ಲೈಕ್ ಮತ್ತೆ ಎಷ್ಟೊಂದು ಜನರು ಕನ್ನಡದಲ್ಲಿ ಕಾಮೆಂಟ್ ಮಾಡಿದವರಿಗೂ ಹ್ಯಾಂಡ್ಸಪ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,1
Not-Hope,ಟಿಕ್ ಟೋಕ್ ಬ್ಯಾನ್ಡ್ ಜಾಲಿ ಜಾಲಿ  ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ,1
Hope,ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ ನ್ಸೂಪರ್,0
